,Job Title,Job Description
407,Mechanical Design Engineer,"Job DescriptionLooking for a responsible & passionate mechanical design engineer to help us design and build complex mechanical systems for various local silicon-valley companies. The candidate must have a good understanding of physics/engineering principles, and a good intuition for mechanical design. Familiar with design components, manufacturing processes, materials, and finishes. Fluent in 3D CAD / Solidworks, drawings, creating BOMs. We are looking for a skilled mechanic engineer that can work with the co-founders to take sketches & concepts in early stages and develop them into full working prototypes.Applied Precision Design is a small engineering design company, with an excellent reputation in Silicon Valley. Our clients are often brilliant research scientists who need help in building incredibly challenging hardware, often in various industries such as semiconductor, optics, metrology, machine design, and general research. We are growing and would like to welcome a capable mechanical engineer that can take a sketch and develop it into a full design/prototype. As a small company, we have a kind, fun, and flexible work environment - and we take pride in producing high quality work.The candidate would take direction from Sr. Level engineers and will help them develop concepts from early stages to prototypes and final products. Will be involved in engineering meetings to collect requirements. Will be responsible for generating quick layouts & preliminary concepts in Solidworks. Hold periodic and formal design reviews. Take ownership of the project and drive it forward. Develop sound engineering concepts with requirements in mind. Detail design, calculations, drawings, and hands-on assembly of the prototypes. Ideally familiar with cleanrooms, vacuum systems, industrial components, precision machine design and opto-mechanical design.Qualifications:Passionate – enjoys creating / building / designing mechanical systems. Experienced – has designed/built precision mechanical systems (entire development cycle)Familiar with Machine Design: Fluent in 3D CAD / Solidworks, Concept/Detail design, collecting requirement, good presentations/design reviews, drawings, drafting standards, etc. Careful engineering, organized, systematic, and very detail oriented. Familiar with machining / manufacturing processes, materials, anodize/finishes, cleaning procedures, etc. Experience with hands-on building. Hard-working, Responsible – (skin in the game) Dedicated to finishing project. Passionate about learning new things and taking direction from other engineers. Able to read and produce engineering sketches (to convey complex designs concepts). Good communication skills. Able to generate concepts in Solidworks quickly. Familiar with basics of mechanical engineering – basic ME design calculations, structural calculations, basic knowledge of heat transfer, dynamics, vibrations, etc. B.S. or M.S. Mechanical Engineering with relevant experienceIndustry: machine design, precision / opto-mechanical design, semiconductor, optics, vacuum.


        Show more

        


        Show less"
408,Mechanical Engineer - Early Career,"Description:By bringing together people that use their passion for purposeful innovation, at Lockheed Martinwe keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly makeLockheed Martin a great place to work. With our employees as our priority, we provide diverse career opportunities designed to propeldevelopment and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy,fulfilling life at and outside of work. At Lockheed Martin, we place an emphasis on empowering our employees by fostering innovation,integrity, and exemplifying the epitome of corporate responsibility. Your Mission is Ours.Lockheed Martin Aeronautics in Marietta, Georgia is seeking a full-time early career Mechanical Engineer in Fluid Mechanics. In this role, you will research, define, analyze, develop, design, provide technical supplier management, test, and qualify aircraft fuel systems. Includes design and test of aircraft fuel distribution; transfer and tank venting systems. Performs requirements definition in coordination with system engineering. Develops, reviews, and maintains engineering drawings and models. Supports integration and flight test, production, and sustainment activities. Ensures program objectives are accomplished through troubleshooting and system subject matter expertise to assist in maintenance and delivery of effective technical data.Must be a US Citizen; this position will require a government security clearance. This position is located at a facility that requires special access.Basic QualificationsBachelor's degree in Aeronautical, Mechanical, or equivalent Engineering disciplineMust be a US Citizen; this position will require a government security clearance. This position is located at a facility that requires special access.Desired Skills Thermal/Mechanics coursework Mechanics Coursework CATIA Experience Candidate must work well individually and with team members across multiple organizations. Microsoft Office Skills - of particular importance: Outlook, PowerPoint, Excel, Word, and Project.Security Clearance Statement: This position requires a government security clearance, you must be a US Citizen for consideration.Clearance Level: SecretOther Important Information You Should KnowExpression of Interest: By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.Ability to Work Remotely: Onsite Full-time: The work associated with this position will be performed onsite at a designated Lockheed Martin facility.Work Schedules: Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.Schedule for this Position: 4x10 hour day, 3 days off per weekLockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.Experience Level: 4 yr and up CollegeBusiness Unit: AERONAUTICS COMPANYRelocation Available: PossibleCareer Area: Aeronautical EngineeringType: Full-TimeShift: First
      

        Show more

        


        Show less"
409,Mechanical Engineer - Early Career,"Description:By bringing together people that use their passion for purposeful innovation, at Lockheed Martinwe keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly makeLockheed Martin a great place to work. With our employees as our priority, we provide diverse career opportunities designed to propeldevelopment and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy,fulfilling life at and outside of work. At Lockheed Martin, we place an emphasis on empowering our employees by fostering innovation,integrity, and exemplifying the epitome of corporate responsibility. Your Mission is Ours.Lockheed Martin Aeronautics in Marietta, Georgia is seeking a full-time early career Mechanical Engineer in Fluid Mechanics. In this role, you will research, define, analyze, develop, design, provide technical supplier management, test, and qualify aircraft fuel systems. Includes design and test of aircraft fuel distribution; transfer and tank venting systems. Performs requirements definition in coordination with system engineering. Develops, reviews, and maintains engineering drawings and models. Supports integration and flight test, production, and sustainment activities. Ensures program objectives are accomplished through troubleshooting and system subject matter expertise to assist in maintenance and delivery of effective technical data.Must be a US Citizen; this position will require a government security clearance. This position is located at a facility that requires special access.Basic QualificationsBachelor's degree in Aeronautical, Mechanical, or equivalent Engineering disciplineMust be a US Citizen; this position will require a government security clearance. This position is located at a facility that requires special access.Desired Skills Thermal/Mechanics coursework Mechanics Coursework CATIA Experience Candidate must work well individually and with team members across multiple organizations. Microsoft Office Skills - of particular importance: Outlook, PowerPoint, Excel, Word, and Project.Security Clearance Statement: This position requires a government security clearance, you must be a US Citizen for consideration.Clearance Level: SecretOther Important Information You Should KnowExpression of Interest: By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.Ability to Work Remotely: Onsite Full-time: The work associated with this position will be performed onsite at a designated Lockheed Martin facility.Work Schedules: Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.Schedule for this Position: 4x10 hour day, 3 days off per weekLockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.Experience Level: 4 yr and up CollegeBusiness Unit: AERONAUTICS COMPANYRelocation Available: PossibleCareer Area: Aeronautical EngineeringType: Full-TimeShift: First
      

        Show more

        


        Show less"
410,Mechanical Engineering Intern,"JOB PURPOSE:At H3X, we are building the most advanced electric propulsion systems in the world to enable sustainable electric aircraft. At 12 kW/kg continuous, the HPDM family of integrated motor drives is a step change in electric propulsion technology and removes one of the main barriers blocking widespread proliferation of electric aircraft. We have several power classes of motors ranging from 30kW to 3MW and are selling to several markets including aviation, aerospace and defense, marine, and specialized ground vehicles.H3X is looking to hire mechanical engineering interns for Spring or Summer 2024 to support the prototype development across all aspects of our integrated motor drives. This is not an ordinary internship. You will be given the full responsibility of a mechanical engineer. The engineering team is intentionally small and operates at a very fast pace. A high degree of self-motivation and responsibility is required as you will be given significant freedom and will be directly responsible for your parts.RESPONSBILITIES:REQUIREMENTS / CONCEPTIdentify root cause of failuresEstablish requirements for given sub-systemsDESIGN AND ANALYSISDesign parts & assemblies utilizing SolidWorksConduct PDRs & CDRs for responsible sub-systemsPROTOTYPE AND MANUFACTURINGCompile & source Bill of Materials for responsible sub-systemsGenerate engineering drawings via SolidWorksPerform tolerance stack-ups and convey via GD&T in engineering drawingsCreate build instructions for responsible sub-systemsTESTING AND VALIDATIONCreate Design Validation Plan and Report (DVP&R) for sub-systemsExecute testing and characterization of responsible sub-system Post process test results, identify root-cause of potential new issues and make design recommendations to meet the highest level of reliability and performance INTEGRATIONIntegrate sub-system into full systemSupport future production builds or complete system testsOTHERIdentify workplace hazards and implement safe processesMaintain testing and production equipment where necessaryREQUIRED QUALIFICATIONS:Pursuing a Bachelor’s or Graduate Degree in Mechanical Engineering or similarGPA of 3.0 or higherHands-on experience assembling mechanical systemsSolidWorks proficient (or similar)Excellent written and verbal communicationExceptional understanding of fundamentalsAction biased, results-driven mentalityWillingness to learn quicklyPREFERRED QUALIFICATIONS:Experience with manufacturing processes (machining, Metal AM, & composites) Experience with producing 2D part drawings & GD&TExperience with linear structural FEAAVAILABLE INTERNSHIPS:Spring semester 2024Summer 2024Compensation$22-$32/hrBENEFITS:Health insurance: medical, vision, dentalGym membership stipendFlexible hours (deliverable-based goals)Flexible-time off (just need manager approval)Relocation package to the beautiful Denver, Colorado areaCompany laptopWeekly company happy hoursTHE COMPANY:H3X Technologies is a U.S.-based manufacturer of high power density integrated motor drives for electric aircraft and other high-performance applications. We are a team of multidisciplinary engineers and operators brought together with the singular purpose of developing the most advanced electric aircraft propulsion systems in the world to enable sustainable aviation on a massive scale. Our world-class team is composed of the best and brightest from Tesla, SpaceX, GE Aviation, and Siemens with deep knowledge in aerospace, electric machines, power electronics, material science, control systems, and advanced manufacturing. The high performance of our core technology is made possible by our own proprietary manufacturing processes for motor stacking, winding, and assembly, and all of the design and testing for our products is done in-house. Our headquarters facility is in Lakewood, Colorado and in 2023, we will unveil a new production facility that will also be located in the greater Denver area. Our vision is to become the world’s leading supplier of aviation-grade electric propulsion systems by 2030.We are well-funded and have backing from top VC firms around the world including Y Combinator, Metaplanet, TechNexus, Liquid 2 Ventures, and Soma Capital to deploy capital for rapid scaleup.H3X is an equal opportunity-affirmative action employer and considers all qualified applicants for employment based on business needs, job requirements and individual qualifications, without regard to race, color, religion, sex, age, disability, sexual orientation, gender identity or expression, marital status, past or present military service or any other status protected by the laws or regulations in the locations where we operate


        Show more

        


        Show less"
411,Mechanical Engineer,"The Mechanical Engineer will act in a technical role on an engineering team with responsibilities in supporting production, reverse engineering, and project execution. This position reports to the Engineering Manager.Job Responsibilities:Develop 3D CAD models & 2D manufacturing drawing for production and design.Support day-to-day operations while maintaining company and department standards.Read and interpret blueprints, technical drawings, schematics, or computer-generated reports, and support the production floor when necessary.Recommend design modifications to improve manufacturing efficiency.Provide engineering expertise for new and existing projects that fall within areas of responsibility.Support reverse engineering requirements.Provide engineering support for parts released to production.Collaborate with drafters to maintain quality and ensure compliance with customer revisions, requirements, and specifications.Confer with engineers and other personnel to implement operating procedures and provide technical information when necessary.Collaborate with engineers and other personnel to accomplish projects assigned in a timely fashion.Assist sales team with engineering support as needed.Identify and recommend technological requirements to support strategic team plans.Support continuous improvement projects to improve productivity.Occasional travel to other company facilities, customer facilities and vendors for up to 10-15% travel.Follow and promote safety protocols and procedures.Required Skills / Abilities:BS in Mechanical EngineeringWorking knowledge in SolidWorksFamiliarity with the MS Office suiteStrong understanding of Engineering principles and Mechanical aptitude, and the ability to understand form, fit and functionClear written communication and technical writing skillsAbility to provide a hands-on approach to problem solvingGood time management and project management skillsPhysical Requirements:The Mechanical Engineer position requires sitting for extended periods of time, using a computer and keyboard, and performing repetitive motions with hands and wrists.Work Environment:The work environment is an office setting with moderate noise levels and requires the ability to work well under pressure and meet deadlines.This job description is not intended to be all-inclusive. The Mechanical Engineer may perform other related duties as negotiated to meet the ongoing needs of the organization.Job Type: Full-timeSalary: $62,000.00 - $68,000.00 per yearBenefits:Employee assistance programFlexible spending accountHealth savings accountProfessional development assistanceExperience level:1 year2 years3 yearsNo experience neededUnder 1 yearSchedule:10 hour shiftMonday to FridayAbility to commute/relocate:Melrose Park, IL 60160: Reliably commute or planning to relocate before starting work (Required)Work Location: In personPowered by JazzHRJheZXjZ8Lc
      

        Show more

        


        Show less"
412,Mechanical Engineer,"The Mechanical Engineer will act in a technical role on an engineering team with responsibilities in supporting production, reverse engineering, and project execution. This position reports to the Engineering Manager.Job Responsibilities:Develop 3D CAD models & 2D manufacturing drawing for production and design.Support day-to-day operations while maintaining company and department standards.Read and interpret blueprints, technical drawings, schematics, or computer-generated reports, and support the production floor when necessary.Recommend design modifications to improve manufacturing efficiency.Provide engineering expertise for new and existing projects that fall within areas of responsibility.Support reverse engineering requirements.Provide engineering support for parts released to production.Collaborate with drafters to maintain quality and ensure compliance with customer revisions, requirements, and specifications.Confer with engineers and other personnel to implement operating procedures and provide technical information when necessary.Collaborate with engineers and other personnel to accomplish projects assigned in a timely fashion.Assist sales team with engineering support as needed.Identify and recommend technological requirements to support strategic team plans.Support continuous improvement projects to improve productivity.Occasional travel to other company facilities, customer facilities and vendors for up to 10-15% travel.Follow and promote safety protocols and procedures.Required Skills / Abilities:BS in Mechanical EngineeringWorking knowledge in SolidWorksFamiliarity with the MS Office suiteStrong understanding of Engineering principles and Mechanical aptitude, and the ability to understand form, fit and functionClear written communication and technical writing skillsAbility to provide a hands-on approach to problem solvingGood time management and project management skillsPhysical Requirements:The Mechanical Engineer position requires sitting for extended periods of time, using a computer and keyboard, and performing repetitive motions with hands and wrists.Work Environment:The work environment is an office setting with moderate noise levels and requires the ability to work well under pressure and meet deadlines.This job description is not intended to be all-inclusive. The Mechanical Engineer may perform other related duties as negotiated to meet the ongoing needs of the organization.Job Type: Full-timeSalary: $62,000.00 - $68,000.00 per yearBenefits:Employee assistance programFlexible spending accountHealth savings accountProfessional development assistanceExperience level:1 year2 years3 yearsNo experience neededUnder 1 yearSchedule:10 hour shiftMonday to FridayAbility to commute/relocate:Melrose Park, IL 60160: Reliably commute or planning to relocate before starting work (Required)Work Location: In personPowered by JazzHRJheZXjZ8Lc
      

        Show more

        


        Show less"
413,Mechanical Engineer,"The Mechanical Engineer will act in a technical role on an engineering team with responsibilities in supporting production, reverse engineering, and project execution. This position reports to the Engineering Manager.Job Responsibilities:Develop 3D CAD models & 2D manufacturing drawing for production and design.Support day-to-day operations while maintaining company and department standards.Read and interpret blueprints, technical drawings, schematics, or computer-generated reports, and support the production floor when necessary.Recommend design modifications to improve manufacturing efficiency.Provide engineering expertise for new and existing projects that fall within areas of responsibility.Support reverse engineering requirements.Provide engineering support for parts released to production.Collaborate with drafters to maintain quality and ensure compliance with customer revisions, requirements, and specifications.Confer with engineers and other personnel to implement operating procedures and provide technical information when necessary.Collaborate with engineers and other personnel to accomplish projects assigned in a timely fashion.Assist sales team with engineering support as needed.Identify and recommend technological requirements to support strategic team plans.Support continuous improvement projects to improve productivity.Occasional travel to other company facilities, customer facilities and vendors for up to 10-15% travel.Follow and promote safety protocols and procedures.Required Skills / Abilities:BS in Mechanical EngineeringWorking knowledge in SolidWorksFamiliarity with the MS Office suiteStrong understanding of Engineering principles and Mechanical aptitude, and the ability to understand form, fit and functionClear written communication and technical writing skillsAbility to provide a hands-on approach to problem solvingGood time management and project management skillsPhysical Requirements:The Mechanical Engineer position requires sitting for extended periods of time, using a computer and keyboard, and performing repetitive motions with hands and wrists.Work Environment:The work environment is an office setting with moderate noise levels and requires the ability to work well under pressure and meet deadlines.This job description is not intended to be all-inclusive. The Mechanical Engineer may perform other related duties as negotiated to meet the ongoing needs of the organization.Job Type: Full-timeSalary: $62,000.00 - $68,000.00 per yearBenefits:Employee assistance programFlexible spending accountHealth savings accountProfessional development assistanceExperience level:1 year2 years3 yearsNo experience neededUnder 1 yearSchedule:10 hour shiftMonday to FridayAbility to commute/relocate:Melrose Park, IL 60160: Reliably commute or planning to relocate before starting work (Required)Work Location: In personPowered by JazzHRJheZXjZ8Lc
      

        Show more

        


        Show less"
414,Mechanical Components Engineer,"Join the exciting Components Engineering team, which is part of our Materials Specialty and Process Engineering department, as a Components Engineer. The team is a cornerstone to our design, production, and sustainment programs.You will be responsible for providing Components Engineering support as a technical expert for mechanical standard parts as well as providing standard part support (fasteners, bearings, fluid fittings, etc…) to Lockheed Martin Aeronautics programs. You will get the opportunity to work on several aircraft programs, including Skunkworks programs, as well as work in a very dynamic work environment with a lot of opportunity for growth.What You Will Be DoingResponsibilitiesYou will perform a core role providing expertise and management of standard parts in support of wire harness design and production. You will control standard part configuration through the preparation and release of program standard part drawings and revision level control of vendor standard part drawings specific to mechanical aircraft equipment. Your responsibilities will include: Supporting conceptual and layout design phases with standard parts expertise. Promoting product quality through qualification of suppliers, maintenance of authorized supplier list, and coordination with quality department on standard part quality issues. Mitigating part procurement schedule impacts through vendor coordination, technical inputs, alternate suppliers, action request resolution, and substitution documentation. Supporting production through investigation and resolution of standard part related issues impacting manufacturing. Maintain awareness of the technical and business state-of-affairs for standard part industries. Maintaining standard parts tool for quick identification and selection of standard parts and ensure standardization across Lockheed Martin and suppliers.Who You AreYou have a background in engineering requirements and selection of mechanical standard parts. You are a multi-faceted teammate able to communicate and function effectively on a dynamic multisite team, must be self-motivated with a strong work ethic, time-management, and interpersonal skills.
      

        Show more

        


        Show less"
415,Mechanical Components Engineer,"Join the exciting Components Engineering team, which is part of our Materials Specialty and Process Engineering department, as a Components Engineer. The team is a cornerstone to our design, production, and sustainment programs.You will be responsible for providing Components Engineering support as a technical expert for mechanical standard parts as well as providing standard part support (fasteners, bearings, fluid fittings, etc…) to Lockheed Martin Aeronautics programs. You will get the opportunity to work on several aircraft programs, including Skunkworks programs, as well as work in a very dynamic work environment with a lot of opportunity for growth.What You Will Be DoingResponsibilitiesYou will perform a core role providing expertise and management of standard parts in support of wire harness design and production. You will control standard part configuration through the preparation and release of program standard part drawings and revision level control of vendor standard part drawings specific to mechanical aircraft equipment. Your responsibilities will include: Supporting conceptual and layout design phases with standard parts expertise. Promoting product quality through qualification of suppliers, maintenance of authorized supplier list, and coordination with quality department on standard part quality issues. Mitigating part procurement schedule impacts through vendor coordination, technical inputs, alternate suppliers, action request resolution, and substitution documentation. Supporting production through investigation and resolution of standard part related issues impacting manufacturing. Maintain awareness of the technical and business state-of-affairs for standard part industries. Maintaining standard parts tool for quick identification and selection of standard parts and ensure standardization across Lockheed Martin and suppliers.Who You AreYou have a background in engineering requirements and selection of mechanical standard parts. You are a multi-faceted teammate able to communicate and function effectively on a dynamic multisite team, must be self-motivated with a strong work ethic, time-management, and interpersonal skills.
      

        Show more

        


        Show less"
416,Mechanical Components Engineer,"Join the exciting Components Engineering team, which is part of our Materials Specialty and Process Engineering department, as a Components Engineer. The team is a cornerstone to our design, production, and sustainment programs.You will be responsible for providing Components Engineering support as a technical expert for mechanical standard parts as well as providing standard part support (fasteners, bearings, fluid fittings, etc…) to Lockheed Martin Aeronautics programs. You will get the opportunity to work on several aircraft programs, including Skunkworks programs, as well as work in a very dynamic work environment with a lot of opportunity for growth.What You Will Be DoingResponsibilitiesYou will perform a core role providing expertise and management of standard parts in support of wire harness design and production. You will control standard part configuration through the preparation and release of program standard part drawings and revision level control of vendor standard part drawings specific to mechanical aircraft equipment. Your responsibilities will include: Supporting conceptual and layout design phases with standard parts expertise. Promoting product quality through qualification of suppliers, maintenance of authorized supplier list, and coordination with quality department on standard part quality issues. Mitigating part procurement schedule impacts through vendor coordination, technical inputs, alternate suppliers, action request resolution, and substitution documentation. Supporting production through investigation and resolution of standard part related issues impacting manufacturing. Maintain awareness of the technical and business state-of-affairs for standard part industries. Maintaining standard parts tool for quick identification and selection of standard parts and ensure standardization across Lockheed Martin and suppliers.Who You AreYou have a background in engineering requirements and selection of mechanical standard parts. You are a multi-faceted teammate able to communicate and function effectively on a dynamic multisite team, must be self-motivated with a strong work ethic, time-management, and interpersonal skills.
      

        Show more

        


        Show less"
417,Mechanical Components Engineer,"Join the exciting Components Engineering team, which is part of our Materials Specialty and Process Engineering department, as a Components Engineer. The team is a cornerstone to our design, production, and sustainment programs.You will be responsible for providing Components Engineering support as a technical expert for mechanical standard parts as well as providing standard part support (fasteners, bearings, fluid fittings, etc…) to Lockheed Martin Aeronautics programs. You will get the opportunity to work on several aircraft programs, including Skunkworks programs, as well as work in a very dynamic work environment with a lot of opportunity for growth.What You Will Be DoingResponsibilitiesYou will perform a core role providing expertise and management of standard parts in support of wire harness design and production. You will control standard part configuration through the preparation and release of program standard part drawings and revision level control of vendor standard part drawings specific to mechanical aircraft equipment. Your responsibilities will include: Supporting conceptual and layout design phases with standard parts expertise. Promoting product quality through qualification of suppliers, maintenance of authorized supplier list, and coordination with quality department on standard part quality issues. Mitigating part procurement schedule impacts through vendor coordination, technical inputs, alternate suppliers, action request resolution, and substitution documentation. Supporting production through investigation and resolution of standard part related issues impacting manufacturing. Maintain awareness of the technical and business state-of-affairs for standard part industries. Maintaining standard parts tool for quick identification and selection of standard parts and ensure standardization across Lockheed Martin and suppliers.Who You AreYou have a background in engineering requirements and selection of mechanical standard parts. You are a multi-faceted teammate able to communicate and function effectively on a dynamic multisite team, must be self-motivated with a strong work ethic, time-management, and interpersonal skills.
      

        Show more

        


        Show less"
418,Mechanical Engineer,"The Role, At a GlanceBiamp is seeking an enthusiastic, skilled Mechanical Engineer to work within a cross-disciplinary team responsible for the design of professional audio and video products from concept to production. This position is a terrific opportunity to take your career to the next level in a dynamic company. Here, you will see the products you design successfully launched into the global marketplace.How You'll ContributeCreate innovative new product design solutions that help drive Biamp revenue and profitability. As the Mechanical Engineering core team lead, design complex mechanical systems for AV products in a stage-and-gate, New Product Development/Introduction process from concept through production launch. Start with a PRD (Product Requirements Document) and understand customer needs, work with team members, including product management, project management, and multiple cross-functional engineering disciplines (e.g., electrical engineering, firmware, DSP, software, test, manufacturing, quality, compliance), to establish comprehensive technical specifications. Create detailed 3D solid design models of parts, assemblies, and drawings using SolidWorks maintained in a PLM (Product Lifecycle Management) database. Conduct thermal and structural analysis including the use of test equipment and software modeling tools (CFD, FEA, etc.). Build and test prototype devices to meet thermal, structural, industrial design, and regulatory/compliance (REACH/RoHS, CE, UL) requirements. Apply critical thinking skills to identify root cause of defects and direct corrective action solutions to resolve issues in a timely fashion both during NPD and sustaining engineering for Operations. Self-directed progress on tasks, strategic thinking, enable of positive team culture, and champion engineering process improvement projects to make Biamp more competitive and maintain our company’s leadership position. Serve as a technical resource, provide guidance and unblock other team members, and early career engineers. Other duties as assigned. A Successful Candidate Should HaveBS in Mechanical Engineering or the equivalent combination of education and experience. MS Mechanical Engineering a bonus. 3 to 5 years of CAD experience as a Mechanical Engineer using SolidWorks (Agile PLM experience preferred). Experience designing assemblies for loudspeakers, microphones, amplifiers, sound bars, video systems, and network server products preferred. Knowledge of machine shop, wood working, sheet metal, metal finishing, and plastic injection molding practices. Solid understanding of material properties including plastic, metal, and wood. Ability to engage in NPD/I multiple projects simultaneously. Solid written and oral communication skills in English. Strong attention to detail. Work EnvironmentThis is an onsite position based in Chester, PA.Manufacturing and office environment.Routine use of standard office equipment.Prolonged sitting or standing.Limited travel expected (less than 5%).What We OfferMedical, Dental, and Vision 3 weeks annual PTO and 9 paid holidays 401(k) + matching Employer-paid base life insurance, short, and long-term disability Health savings accounts (with Biamp contribution) and flexible spending accounts Tuition reimbursement Discretionary profit-sharing Referral bonuses Charitable donation matchingWho is Biamp?We make the world’s most extraordinary audio and video solutions. For over 40 years, Biamp has created and innovated professional audiovisual solutions that enable great communication. From the smallest of rooms to the largest of venues, we empower true human connection in every space.As We Grow To Meet Our Customers’ Needs And Evolve To Address The Challenges Of Tomorrow, One Guiding Principle Remains The SameBiamp connects people through extraordinary audiovisual experiences.About Our CompanyAt Biamp, we believe the employment relationship should be reciprocal. We want you to love your job, and we want your expertise and knowledge to help drive our business forward. We champion a supportive and dynamic environment filled with passionate people who choose continuous improvement over perfection. We insist on clear, explicit decision making, believe in taking calculated risks, and celebrate tough decisions even when they don’t succeed. We look for people who desire the best from themselves and encourage the same from their coworkers. Our commitment to one another and to the common goal is the most consistent reliable path to recurring success for all of us.Biamp is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.


        Show more

        


        Show less"
419,Mechanical Engineer,"Motivo is looking to bring new Mechanical Engineering talent onto our project teams and contribute to the development of new, world-changing technologies.Who are we?We are a team of engineers, fabricators, e-techs, and technologists taking on the most ambitious and impactful projects we can get our hands on. We explicitly target hardware challenges and have enabled audacious visionaries in a number of industry verticals to achieve market viability and prominence. Our clients often credit us with their early success and we are honored to partner with some of the biggest players in EV, robotics, and aerospace R&D.What’s it like?An engineering role at Motivo means broad ownership and education. There are no cogs here. You’ll be responsible for ideation and feature definition, system-level design, client and vendor management, and hardware bring-ups. You’ll be the owner of your designs. You’ll have a seat at the table with CEOs/CTOs and have a voice to contribute to product strategy and viability. We are a premium engineering consultancy and our clients’ success depends on you actually voicing up and shaping the big pictureRequirementsSuccess at Motivo is largely driven by hard-work, creativity, and collaboration. But some baseline experience we’re looking for involves mechanism design (planning, modeling, verification), hands-on skills (prototyping, fabrication, testing), and analysis (static, dynamic, thermal). Everyone has a mix of experience, which we value, but we tend to look closely for people that get excited to learn new things and expand their skillset.Show us what you’ve got and let’s talk!We’re hoping these keywords might help us find you:CAD, mechanical analysis, hydraulics, chassis design, kinematics, injection molding, additive manufacturing, simulation, electrical/electronic/control systems, prototyping, machine vision, sensors/perception, motor/motion control, robots/robotics/automation, controls, SAEBenefitsWe’re convinced that the team and projects are hands down the best part of working at Motivo, but we also have some pretty sweet benefits including company-wide profit sharing, high-quality insurance plans, 401k match, generous paid vacation time, an onsite massage therapist, a Monday-Thursday 4/10 work week and more!Base Salary Range: $70,000 - $100,000Annual Profit Sharing estimate: $14,000 - $20,000Salary is dependent on experience, knowledge, and interview performance.
      

        Show more

        


        Show less"
